id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
826,'existing paid','new car',<100,'female div/dep/mar',co applicant,car,none,rent,'high qualif/self emp/mgmt',yes,no,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,1<x<2,x<1,<0,<1,0
827,no credits/all paid,radio/tv,no known savings,'male single',none,'life insurance',bank,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x>3,x>1,no checking,4<=X<7,1
828,no credits/all paid,domestic appliance,'no known savings',male mar/wid,guarantor,life insurance,none,rent,'unskilled resident',none,no,x>55,9350<x<13887,x>3,2<x<3,19<x<33,x<1,x<1,'0<=X<200','>=7',0
829,'all paid',radio/tv,100<=X<500,female div/dep/mar,guarantor,life insurance,none,'for free',unemp/unskilled non res,yes,no,4<x<21,276<x<4813,x<1,2<x<3,x>61,1<x<2,x>1,'no checking',1<=X<4,1
830,'no credits/all paid',new car,'>=1000','male single',co applicant,'real estate',stores,'for free','unemp/unskilled non res',none,no,21<x<38,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,>=200,1<=X<4,1
831,'critical/other existing credit',other,'<100',male div/sep,co applicant,no known property,bank,'for free',unemp/unskilled non res,yes,yes,38<x<55,4813<x<9350,x>3,x<1,19<x<33,x<1,x>1,0<=X<200,'1<=X<4',1
832,'existing paid',furniture/equipment,100<=X<500,'male div/sep',guarantor,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,2<x<3,x<1,'no checking',1<=X<4,1
833,'existing paid',radio/tv,no known savings,male div/sep,guarantor,no known property,stores,'for free',unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,'<0','4<=X<7',1
834,all paid,'used car','no known savings',male mar/wid,guarantor,no known property,stores,for free,unskilled resident,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,x<19,x>3,x>1,<0,4<=X<7,1
835,'all paid',repairs,no known savings,'male div/sep',co applicant,no known property,none,own,unskilled resident,yes,yes,21<x<38,4813<x<9350,1<x<2,x>3,47<x<61,2<x<3,x>1,'>=200',>=7,1
836,'existing paid',used car,<100,'male mar/wid',co applicant,car,bank,for free,skilled,yes,yes,4<x<21,276<x<4813,x>3,x<1,47<x<61,x>3,x>1,<0,4<=X<7,1
837,'critical/other existing credit',business,500<=X<1000,female div/dep/mar,guarantor,life insurance,bank,own,'high qualif/self emp/mgmt',yes,yes,21<x<38,276<x<4813,x<1,2<x<3,47<x<61,2<x<3,x<1,'>=200','>=7',1
838,delayed previously,retraining,'no known savings','male div/sep','co applicant','life insurance',stores,own,unemp/unskilled non res,none,yes,21<x<38,9350<x<13887,x<1,1<x<2,47<x<61,x>3,x>1,no checking,>=7,1
839,'delayed previously',repairs,100<=X<500,'female div/dep/mar',co applicant,real estate,none,own,unemp/unskilled non res,yes,no,21<x<38,4813<x<9350,1<x<2,x<1,47<x<61,x>3,x<1,<0,unemployed,1
840,'existing paid','new car','no known savings','female div/dep/mar',none,'real estate',bank,own,unskilled resident,yes,yes,x>55,276<x<4813,2<x<3,x>3,19<x<33,x>3,x>1,'<0',unemployed,1
841,all paid,'used car',<100,'male div/sep',none,life insurance,none,for free,skilled,yes,no,x<4,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x<1,0<=X<200,'>=7',0
842,'all paid','used car',500<=X<1000,male div/sep,co applicant,real estate,bank,own,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,x>3,x>1,0<=X<200,unemployed,1
843,all paid,domestic appliance,500<=X<1000,'male div/sep','co applicant','life insurance',none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,x>3,x>61,x<1,x>1,>=200,1<=X<4,1
844,'no credits/all paid','used car',>=1000,male mar/wid,'co applicant',car,stores,rent,unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,2<x<3,1<x<2,47<x<61,2<x<3,x>1,no checking,'>=7',1
845,existing paid,furniture/equipment,'500<=X<1000',male single,none,'no known property',stores,rent,'unemp/unskilled non res',yes,yes,x>55,276<x<4813,x>3,2<x<3,19<x<33,2<x<3,x<1,0<=X<200,>=7,1
846,'existing paid',other,<100,'female div/dep/mar',co applicant,'real estate',none,own,'unskilled resident',none,yes,21<x<38,276<x<4813,x>3,1<x<2,47<x<61,x>3,x<1,>=200,4<=X<7,1
847,no credits/all paid,new car,'no known savings',male single,none,no known property,none,rent,'unemp/unskilled non res',none,yes,38<x<55,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x<1,0<=X<200,'1<=X<4',1
848,delayed previously,other,>=1000,male mar/wid,'co applicant',car,none,'for free','high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,1<x<2,x>1,<0,'<1',1
849,'critical/other existing credit',furniture/equipment,'100<=X<500','male mar/wid',none,no known property,none,for free,unskilled resident,yes,no,4<x<21,276<x<4813,1<x<2,x>3,x>61,1<x<2,x<1,<0,<1,1
850,all paid,new car,<100,'male div/sep',co applicant,life insurance,stores,'for free',unemp/unskilled non res,none,no,38<x<55,276<x<4813,x<1,x>3,33<x<47,1<x<2,x>1,'no checking','1<=X<4',1
851,critical/other existing credit,'new car',no known savings,'female div/dep/mar',co applicant,real estate,stores,own,'high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,x<1,1<x<2,47<x<61,x>3,x<1,<0,'<1',1
852,all paid,education,'500<=X<1000','male single','co applicant',car,stores,own,'unemp/unskilled non res',yes,yes,4<x<21,9350<x<13887,x<1,x<1,19<x<33,x>3,x>1,no checking,'1<=X<4',1
853,'no credits/all paid',business,<100,male single,none,no known property,bank,own,skilled,yes,yes,21<x<38,4813<x<9350,x>3,1<x<2,33<x<47,x<1,x<1,0<=X<200,'1<=X<4',1
854,'no credits/all paid','domestic appliance',500<=X<1000,'male single',guarantor,life insurance,bank,rent,'unskilled resident',none,no,x<4,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x>1,no checking,1<=X<4,1
855,'critical/other existing credit',domestic appliance,no known savings,'male mar/wid','co applicant',car,bank,own,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,1<x<2,x<1,33<x<47,x>3,x>1,0<=X<200,'<1',1
856,no credits/all paid,domestic appliance,'no known savings',male single,'co applicant','no known property',none,for free,'unskilled resident',none,yes,38<x<55,276<x<4813,x<1,1<x<2,33<x<47,x<1,x>1,'0<=X<200','<1',1
857,critical/other existing credit,radio/tv,>=1000,male mar/wid,'co applicant',no known property,stores,own,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,1<x<2,x>1,>=200,1<=X<4,1
858,'all paid',repairs,'no known savings',male div/sep,co applicant,'life insurance',none,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,2<x<3,x<1,>=200,'1<=X<4',1
859,all paid,used car,'<100','male mar/wid',none,no known property,none,for free,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,0<=X<200,<1,1
860,all paid,used car,'no known savings',male single,guarantor,car,bank,rent,unemp/unskilled non res,yes,no,21<x<38,4813<x<9350,2<x<3,x<1,x>61,1<x<2,x<1,'<0',<1,1
861,'critical/other existing credit',used car,100<=X<500,'male single',guarantor,real estate,bank,rent,'unemp/unskilled non res',none,no,x>55,9350<x<13887,2<x<3,x>3,47<x<61,1<x<2,x>1,0<=X<200,'>=7',1
862,'no credits/all paid',retraining,no known savings,'female div/dep/mar',co applicant,'real estate',none,own,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x<1,'0<=X<200','<1',1
863,'all paid','new car','<100','male mar/wid',guarantor,real estate,bank,'for free',unskilled resident,none,yes,x>55,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x>1,0<=X<200,'<1',1
864,'critical/other existing credit',new car,500<=X<1000,male single,guarantor,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x>3,x>1,>=200,4<=X<7,1
865,'no credits/all paid',business,'100<=X<500',male mar/wid,co applicant,'life insurance',bank,'for free','high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x<1,x>3,33<x<47,x<1,x<1,0<=X<200,>=7,0
866,'delayed previously',retraining,'no known savings',male div/sep,'co applicant','real estate',bank,'for free','unskilled resident',none,no,21<x<38,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x<1,<0,1<=X<4,1
867,'critical/other existing credit',domestic appliance,'no known savings','male single',guarantor,real estate,none,for free,'high qualif/self emp/mgmt',none,yes,21<x<38,9350<x<13887,2<x<3,2<x<3,x>61,2<x<3,x>1,0<=X<200,'4<=X<7',1
868,critical/other existing credit,furniture/equipment,'100<=X<500',female div/dep/mar,co applicant,life insurance,bank,rent,high qualif/self emp/mgmt,yes,no,21<x<38,4813<x<9350,x>3,x<1,33<x<47,x>3,x>1,'>=200',unemployed,1
869,'no credits/all paid',repairs,500<=X<1000,'male div/sep',co applicant,'life insurance',none,'for free',unemp/unskilled non res,none,yes,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,x<1,x<1,>=200,unemployed,1
870,no credits/all paid,other,'no known savings','male mar/wid',guarantor,life insurance,none,own,'unemp/unskilled non res',none,no,4<x<21,4813<x<9350,x>3,2<x<3,x>61,2<x<3,x<1,'>=200',unemployed,1
871,'delayed previously',used car,no known savings,'male single',co applicant,car,none,own,unemp/unskilled non res,yes,no,38<x<55,4813<x<9350,x<1,2<x<3,19<x<33,2<x<3,x>1,'no checking','>=7',1
872,critical/other existing credit,'used car','100<=X<500',male div/sep,guarantor,life insurance,stores,own,unskilled resident,yes,yes,38<x<55,276<x<4813,x>3,x<1,47<x<61,x>3,x<1,'0<=X<200',4<=X<7,0
873,'existing paid',other,500<=X<1000,'male single',guarantor,no known property,none,for free,skilled,yes,no,21<x<38,276<x<4813,x<1,x<1,x>61,x>3,x>1,'no checking',unemployed,1
874,critical/other existing credit,retraining,'500<=X<1000',male div/sep,guarantor,real estate,bank,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,x<1,x>61,x<1,x>1,0<=X<200,unemployed,1
875,'existing paid',furniture/equipment,100<=X<500,male mar/wid,none,real estate,bank,'for free','high qualif/self emp/mgmt',yes,no,x<4,276<x<4813,x>3,2<x<3,33<x<47,x<1,x<1,'no checking','<1',1
876,all paid,repairs,500<=X<1000,male mar/wid,none,real estate,none,'for free','high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,'0<=X<200','>=7',1
877,'delayed previously','new car',500<=X<1000,female div/dep/mar,'co applicant',car,stores,for free,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x>3,x<1,47<x<61,1<x<2,x<1,'<0','<1',1
878,all paid,repairs,'<100','male div/sep','co applicant','life insurance',none,'for free','high qualif/self emp/mgmt',none,yes,21<x<38,4813<x<9350,x<1,x>3,19<x<33,x<1,x>1,'0<=X<200',<1,1
879,'delayed previously',repairs,'100<=X<500','male single','co applicant',real estate,stores,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,<0,1<=X<4,1
880,no credits/all paid,furniture/equipment,'no known savings','female div/dep/mar',none,'real estate',stores,own,high qualif/self emp/mgmt,none,no,38<x<55,4813<x<9350,2<x<3,1<x<2,47<x<61,x<1,x<1,<0,>=7,1
881,no credits/all paid,furniture/equipment,100<=X<500,male div/sep,co applicant,'real estate',none,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,no checking,>=7,1
882,existing paid,education,'500<=X<1000','female div/dep/mar',guarantor,'no known property',none,rent,unskilled resident,yes,no,38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,2<x<3,x>1,'>=200','<1',0
883,existing paid,furniture/equipment,100<=X<500,male single,guarantor,no known property,bank,own,high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x>1,<0,'4<=X<7',1
884,'no credits/all paid','new car',>=1000,'female div/dep/mar','co applicant',life insurance,none,for free,skilled,none,yes,x>55,276<x<4813,x<1,1<x<2,33<x<47,1<x<2,x>1,no checking,unemployed,1
885,delayed previously,'used car','>=1000',female div/dep/mar,none,'no known property',stores,own,'unemp/unskilled non res',yes,no,21<x<38,276<x<4813,x<1,x>3,33<x<47,2<x<3,x>1,'<0','>=7',1
886,all paid,other,500<=X<1000,female div/dep/mar,co applicant,car,none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x<1,x>1,0<=X<200,4<=X<7,1
887,'all paid','new car','500<=X<1000','female div/dep/mar','co applicant','real estate',stores,rent,'high qualif/self emp/mgmt',yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,x>3,x<1,'no checking',>=7,1
888,existing paid,used car,>=1000,male single,co applicant,no known property,none,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,x>61,1<x<2,x>1,0<=X<200,'4<=X<7',1
889,delayed previously,retraining,'>=1000',male single,co applicant,'no known property',bank,'for free',high qualif/self emp/mgmt,yes,yes,38<x<55,4813<x<9350,x>3,x>3,47<x<61,x>3,x>1,'no checking',>=7,1
890,delayed previously,retraining,'<100','male div/sep','co applicant','no known property',none,'for free',unskilled resident,none,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,x>3,x<1,>=200,4<=X<7,1
891,'critical/other existing credit','domestic appliance',<100,male mar/wid,guarantor,'real estate',none,for free,'unemp/unskilled non res',none,yes,38<x<55,9350<x<13887,x>3,1<x<2,47<x<61,1<x<2,x<1,<0,1<=X<4,1
892,'existing paid',domestic appliance,'<100','male single','co applicant','no known property',none,'for free','high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,x>3,1<x<2,47<x<61,x<1,x<1,'0<=X<200','<1',1
893,no credits/all paid,retraining,no known savings,female div/dep/mar,guarantor,no known property,stores,own,'unemp/unskilled non res',yes,no,4<x<21,4813<x<9350,2<x<3,1<x<2,47<x<61,2<x<3,x<1,0<=X<200,1<=X<4,1
894,'delayed previously',repairs,'no known savings',female div/dep/mar,guarantor,no known property,stores,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x<1,'0<=X<200','<1',1
895,'all paid',education,'100<=X<500','male single',none,'life insurance',bank,'for free','unemp/unskilled non res',yes,no,4<x<21,276<x<4813,x>3,1<x<2,19<x<33,2<x<3,x>1,'no checking',4<=X<7,1
896,'existing paid','new car','<100',male mar/wid,co applicant,real estate,stores,own,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x<1,1<x<2,x>61,x>3,x<1,'no checking','1<=X<4',1
897,critical/other existing credit,business,>=1000,'male single',co applicant,no known property,stores,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,x<1,x>3,x<19,2<x<3,x>1,'0<=X<200','4<=X<7',1
898,'existing paid',education,'no known savings','male mar/wid',none,life insurance,none,own,high qualif/self emp/mgmt,none,yes,x>55,276<x<4813,1<x<2,1<x<2,33<x<47,1<x<2,x<1,no checking,'<1',1
899,'existing paid','used car','>=1000',male single,'co applicant','no known property',stores,for free,unemp/unskilled non res,yes,yes,x>55,276<x<4813,2<x<3,x<1,19<x<33,1<x<2,x>1,0<=X<200,>=7,1
900,delayed previously,domestic appliance,100<=X<500,male div/sep,co applicant,car,bank,rent,high qualif/self emp/mgmt,yes,no,38<x<55,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x>1,'no checking','1<=X<4',1
901,'critical/other existing credit',radio/tv,>=1000,'male mar/wid',co applicant,life insurance,bank,for free,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x<1,x>3,19<x<33,2<x<3,x>1,<0,4<=X<7,1
902,all paid,retraining,500<=X<1000,'female div/dep/mar',none,life insurance,stores,rent,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x>1,'>=200',4<=X<7,1
903,'no credits/all paid','used car','no known savings',female div/dep/mar,guarantor,no known property,none,own,'unskilled resident',yes,no,38<x<55,276<x<4813,x>3,1<x<2,x>61,x<1,x>1,<0,unemployed,1
904,'no credits/all paid',radio/tv,no known savings,'male mar/wid','co applicant',no known property,bank,rent,'high qualif/self emp/mgmt',none,no,4<x<21,x>13887,1<x<2,2<x<3,33<x<47,2<x<3,x<1,no checking,'>=7',1
905,'existing paid',education,100<=X<500,female div/dep/mar,co applicant,car,none,rent,high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,x<1,x<1,33<x<47,x>3,x<1,<0,'>=7',0
906,'no credits/all paid',radio/tv,<100,'male div/sep',co applicant,'no known property',none,for free,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,1<x<2,x>61,2<x<3,x<1,no checking,>=7,1
907,all paid,education,>=1000,'male single',none,life insurance,bank,for free,unskilled resident,none,no,4<x<21,276<x<4813,2<x<3,x<1,x>61,2<x<3,x>1,<0,unemployed,0
908,'critical/other existing credit',business,<100,'female div/dep/mar',none,no known property,stores,own,skilled,yes,no,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x<1,<0,<1,1
909,'existing paid',retraining,'<100','male single',guarantor,life insurance,bank,rent,'high qualif/self emp/mgmt',none,yes,38<x<55,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'>=200','<1',1
910,'all paid','new car',>=1000,'male mar/wid',guarantor,car,bank,own,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,x>3,x>1,'0<=X<200',>=7,1
911,'delayed previously',radio/tv,'<100','female div/dep/mar','co applicant','life insurance',bank,for free,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,x>3,x<1,33<x<47,x>3,x<1,<0,'4<=X<7',1
912,existing paid,furniture/equipment,>=1000,'male div/sep',guarantor,'life insurance',none,own,unskilled resident,none,no,x>55,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x<1,<0,4<=X<7,1
913,all paid,furniture/equipment,'<100','male single','co applicant',no known property,none,'for free','unskilled resident',yes,yes,x>55,276<x<4813,x>3,2<x<3,x>61,x<1,x<1,no checking,<1,1
914,'existing paid',furniture/equipment,no known savings,male div/sep,co applicant,no known property,none,'for free',high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,2<x<3,x>3,19<x<33,x<1,x<1,'<0','<1',1
915,no credits/all paid,new car,100<=X<500,'male mar/wid',guarantor,car,stores,for free,unskilled resident,yes,yes,4<x<21,276<x<4813,1<x<2,x>3,19<x<33,1<x<2,x>1,0<=X<200,>=7,1
916,'delayed previously',used car,'no known savings','male single',none,no known property,bank,for free,'unskilled resident',none,yes,21<x<38,276<x<4813,x>3,1<x<2,47<x<61,x<1,x<1,'no checking',<1,1
917,'no credits/all paid',new car,'100<=X<500',female div/dep/mar,co applicant,real estate,stores,own,unskilled resident,none,no,4<x<21,4813<x<9350,2<x<3,x<1,19<x<33,x>3,x<1,'no checking','<1',1
918,'existing paid',other,500<=X<1000,male mar/wid,guarantor,'real estate',stores,for free,unskilled resident,yes,no,38<x<55,276<x<4813,x>3,x<1,33<x<47,x<1,x<1,>=200,'>=7',1
919,no credits/all paid,education,'no known savings','male div/sep',none,life insurance,stores,rent,'unskilled resident',yes,no,21<x<38,276<x<4813,x>3,x<1,19<x<33,x>3,x<1,>=200,>=7,1
920,all paid,other,'no known savings','male single',co applicant,car,stores,rent,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,x<1,x>1,no checking,unemployed,1
921,critical/other existing credit,retraining,500<=X<1000,'male mar/wid','co applicant','real estate',stores,'for free','unskilled resident',yes,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,x>3,x<1,'>=200',1<=X<4,1
922,no credits/all paid,used car,'500<=X<1000',female div/dep/mar,none,life insurance,none,'for free',skilled,yes,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,1<x<2,x<1,'>=200',<1,1
923,'all paid',furniture/equipment,'<100',male mar/wid,'co applicant',no known property,stores,'for free','unskilled resident',none,no,x<4,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x>1,'0<=X<200','<1',1
924,'all paid',domestic appliance,'100<=X<500',female div/dep/mar,co applicant,'real estate',bank,rent,unemp/unskilled non res,none,yes,38<x<55,276<x<4813,x>3,x<1,19<x<33,x>3,x<1,'0<=X<200','1<=X<4',1
925,'no credits/all paid',education,'no known savings','male div/sep',none,'real estate',stores,for free,unskilled resident,none,yes,38<x<55,276<x<4813,2<x<3,x>3,19<x<33,1<x<2,x<1,'0<=X<200',4<=X<7,1
926,'delayed previously','domestic appliance','no known savings','female div/dep/mar','co applicant','life insurance',none,rent,unskilled resident,none,no,38<x<55,276<x<4813,x>3,1<x<2,47<x<61,x<1,x<1,'0<=X<200',>=7,1
