id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
878,existing paid,repairs,no known savings,'co applicant',life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,'male,mar/wid,4<x<21,276<x<4813,x<1,2<x<3,47<x<61,x>3,x>1,'0<=X<200',1<=X<4,1
879,'no credits/all paid',other,500<=X<1000,none,no known property,none,for free,high qualif/self emp/mgmt,none,no,female,div/sep,4<x<21,276<x<4813,x<1,x<1,19<x<33,x>3,x>1,>=200,<1,1
880,'delayed previously',radio/tv,'500<=X<1000','co applicant','no known property',none,for free,unemp/unskilled non res,yes,no,'female,div/dep/mar',4<x<21,276<x<4813,1<x<2,1<x<2,x>61,x>3,x<1,>=200,4<=X<7,1
881,existing paid,education,500<=X<1000,'co applicant',life insurance,none,rent,'unskilled resident',none,yes,'male,div/dep/mar',21<x<38,276<x<4813,2<x<3,x>3,33<x<47,2<x<3,x>1,no checking,1<=X<4,0
882,delayed previously,used car,'no known savings',co applicant,real estate,stores,for free,'unskilled resident',none,yes,female,div/dep/mar',4<x<21,9350<x<13887,1<x<2,x<1,33<x<47,x<1,x>1,'<0','>=7',1
883,delayed previously,business,100<=X<500,guarantor,'real estate',bank,'for free',skilled,yes,yes,'male,single,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,x<1,x<1,'no checking',>=7,1
884,'delayed previously',new car,'no known savings',none,car,stores,for free,unemp/unskilled non res,none,yes,'male,div/dep/mar',4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,2<x<3,x>1,>=200,<1,1
885,critical/other existing credit,education,no known savings,none,car,stores,own,unskilled resident,none,no,male,div/dep/mar',38<x<55,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x<1,'0<=X<200','4<=X<7',1
886,'no credits/all paid',used car,>=1000,'co applicant','real estate',stores,for free,skilled,none,yes,male,div/sep',4<x<21,276<x<4813,x<1,2<x<3,x>61,1<x<2,x<1,<0,'4<=X<7',1
887,'all paid','new car','no known savings','co applicant',car,none,for free,'high qualif/self emp/mgmt',none,yes,female,div/sep,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,1<x<2,x<1,'0<=X<200','4<=X<7',0
888,existing paid,'used car','<100',guarantor,no known property,stores,rent,high qualif/self emp/mgmt,yes,no,'male,div/sep',4<x<21,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x<1,no checking,unemployed,1
889,'delayed previously',used car,'100<=X<500',none,'real estate',bank,own,skilled,yes,yes,male,div/dep/mar',4<x<21,276<x<4813,2<x<3,x<1,19<x<33,x<1,x>1,no checking,'>=7',1
890,all paid,education,no known savings,co applicant,'no known property',none,for free,unemp/unskilled non res,yes,no,'female,mar/wid',4<x<21,276<x<4813,x<1,1<x<2,x>61,x>3,x>1,no checking,'>=7',1
891,'no credits/all paid',domestic appliance,>=1000,co applicant,'life insurance',stores,'for free',high qualif/self emp/mgmt,yes,yes,'male,div/dep/mar,4<x<21,276<x<4813,1<x<2,1<x<2,19<x<33,x>3,x<1,'0<=X<200','<1',1
892,all paid,domestic appliance,>=1000,none,car,none,'for free','unemp/unskilled non res',none,yes,female,single',x>55,276<x<4813,x<1,x<1,33<x<47,2<x<3,x<1,>=200,<1,1
893,'existing paid',used car,no known savings,none,'life insurance',bank,rent,'high qualif/self emp/mgmt',yes,no,'male,mar/wid',21<x<38,4813<x<9350,2<x<3,1<x<2,33<x<47,2<x<3,x>1,<0,unemployed,1
894,no credits/all paid,'new car','500<=X<1000',none,car,stores,own,high qualif/self emp/mgmt,none,no,'female,div/dep/mar',4<x<21,276<x<4813,x>3,x<1,19<x<33,x<1,x>1,<0,<1,0
895,'all paid',business,100<=X<500,guarantor,'real estate',none,rent,high qualif/self emp/mgmt,none,no,'female,mar/wid',x<4,276<x<4813,x>3,x>3,33<x<47,x<1,x<1,no checking,>=7,1
896,'delayed previously',used car,>=1000,'co applicant','no known property',bank,rent,high qualif/self emp/mgmt,none,no,'female,mar/wid',4<x<21,276<x<4813,2<x<3,x>3,19<x<33,1<x<2,x>1,>=200,4<=X<7,1
897,no credits/all paid,furniture/equipment,500<=X<1000,'co applicant',life insurance,bank,own,unemp/unskilled non res,none,yes,female,div/dep/mar,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,0<=X<200,<1,0
898,delayed previously,repairs,no known savings,'co applicant','real estate',stores,own,skilled,none,yes,male,mar/wid,4<x<21,276<x<4813,2<x<3,2<x<3,33<x<47,x>3,x>1,<0,'>=7',1
899,critical/other existing credit,'used car','<100',none,'life insurance',bank,own,'high qualif/self emp/mgmt',none,yes,male,div/dep/mar',21<x<38,276<x<4813,x>3,2<x<3,x>61,x<1,x>1,'no checking','<1',0
900,'existing paid','new car',>=1000,'co applicant','life insurance',none,own,high qualif/self emp/mgmt,yes,no,'female,div/sep,38<x<55,276<x<4813,1<x<2,x<1,x>61,2<x<3,x<1,>=200,'4<=X<7',1
901,'critical/other existing credit',repairs,>=1000,'co applicant','no known property',stores,rent,high qualif/self emp/mgmt,yes,no,male,div/dep/mar,38<x<55,276<x<4813,x>3,2<x<3,x<19,x<1,x<1,'<0','<1',1
902,'no credits/all paid',domestic appliance,100<=X<500,none,real estate,bank,for free,unskilled resident,none,no,'male,div/dep/mar,x>55,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x>1,>=200,4<=X<7,0
903,'delayed previously',radio/tv,'>=1000',guarantor,life insurance,bank,'for free',high qualif/self emp/mgmt,none,yes,female,single,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,x>3,x<1,'>=200',1<=X<4,1
904,'delayed previously','used car',no known savings,guarantor,'real estate',stores,'for free','unemp/unskilled non res',none,no,'female,div/dep/mar',21<x<38,4813<x<9350,2<x<3,2<x<3,x>61,x<1,x>1,<0,unemployed,1
905,critical/other existing credit,other,>=1000,co applicant,no known property,stores,'for free',high qualif/self emp/mgmt,none,no,male,mar/wid',4<x<21,276<x<4813,x>3,x>3,47<x<61,1<x<2,x>1,no checking,unemployed,1
906,all paid,new car,no known savings,none,car,stores,'for free','unskilled resident',none,no,female,mar/wid,4<x<21,9350<x<13887,x>3,x<1,19<x<33,1<x<2,x>1,'no checking',1<=X<4,1
907,all paid,domestic appliance,<100,guarantor,no known property,stores,rent,'unemp/unskilled non res',yes,yes,'female,div/sep,21<x<38,276<x<4813,x<1,1<x<2,47<x<61,2<x<3,x<1,0<=X<200,unemployed,1
908,no credits/all paid,'new car','500<=X<1000',none,'life insurance',bank,'for free','unemp/unskilled non res',yes,no,female,div/dep/mar',38<x<55,276<x<4813,2<x<3,2<x<3,x<19,2<x<3,x<1,'>=200',1<=X<4,0
909,'all paid','domestic appliance',<100,none,'life insurance',none,own,high qualif/self emp/mgmt,yes,yes,'female,single',21<x<38,276<x<4813,2<x<3,x<1,x>61,x<1,x<1,0<=X<200,'4<=X<7',1
910,'delayed previously','used car','500<=X<1000',co applicant,'life insurance',bank,'for free',unskilled resident,none,no,'female,div/dep/mar,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,2<x<3,x>1,<0,'<1',0
911,all paid,business,no known savings,co applicant,life insurance,bank,rent,'unskilled resident',yes,yes,female,single,38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x>1,'<0','<1',1
912,'no credits/all paid',new car,'500<=X<1000',guarantor,'real estate',bank,for free,'unskilled resident',none,no,female,div/sep',38<x<55,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x>1,'>=200','1<=X<4',0
913,'existing paid',other,100<=X<500,co applicant,car,bank,'for free',unemp/unskilled non res,yes,no,male,div/dep/mar',4<x<21,276<x<4813,1<x<2,x>3,19<x<33,x>3,x>1,'<0','>=7',1
914,delayed previously,education,'100<=X<500',none,real estate,bank,own,unemp/unskilled non res,none,no,male,div/dep/mar',21<x<38,276<x<4813,2<x<3,x>3,47<x<61,x>3,x>1,'0<=X<200',4<=X<7,0
915,all paid,'domestic appliance',>=1000,'co applicant',no known property,stores,rent,unemp/unskilled non res,yes,yes,'male,mar/wid',38<x<55,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x>1,'no checking',1<=X<4,1
916,'all paid',radio/tv,<100,co applicant,car,none,own,high qualif/self emp/mgmt,none,yes,female,div/dep/mar,38<x<55,276<x<4813,x<1,x<1,47<x<61,x<1,x>1,'0<=X<200','<1',1
917,'no credits/all paid',other,500<=X<1000,co applicant,car,none,own,skilled,none,yes,female,mar/wid,4<x<21,276<x<4813,x>3,x<1,x>61,1<x<2,x>1,'<0',unemployed,1
918,'existing paid',repairs,'no known savings',none,no known property,stores,for free,'high qualif/self emp/mgmt',yes,no,male,single,4<x<21,9350<x<13887,x<1,2<x<3,33<x<47,x>3,x>1,'<0',<1,1
919,'all paid','domestic appliance','500<=X<1000',co applicant,'life insurance',bank,rent,skilled,none,no,male,div/sep,4<x<21,276<x<4813,x<1,x<1,x>61,x>3,x<1,no checking,4<=X<7,1
920,'delayed previously','used car','no known savings',co applicant,life insurance,none,rent,'high qualif/self emp/mgmt',none,yes,'female,single',38<x<55,4813<x<9350,1<x<2,x>3,47<x<61,2<x<3,x<1,'>=200',4<=X<7,0
921,delayed previously,business,100<=X<500,'co applicant',life insurance,bank,rent,'unskilled resident',yes,no,'female,div/sep',38<x<55,276<x<4813,1<x<2,x<1,x>61,x>3,x<1,'>=200','4<=X<7',1
922,critical/other existing credit,'new car',>=1000,none,no known property,none,for free,unemp/unskilled non res,none,no,female,mar/wid,38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,1<x<2,x>1,'no checking',<1,1
923,'delayed previously',business,'>=1000','co applicant','life insurance',stores,'for free','unemp/unskilled non res',yes,no,'male,div/sep',21<x<38,4813<x<9350,x<1,x<1,33<x<47,x>3,x<1,'0<=X<200','<1',0
924,no credits/all paid,business,'500<=X<1000','co applicant',car,stores,'for free',high qualif/self emp/mgmt,yes,yes,'female,div/dep/mar,x<4,276<x<4813,x>3,x<1,33<x<47,2<x<3,x>1,<0,'>=7',0
925,'existing paid',furniture/equipment,no known savings,guarantor,no known property,stores,'for free','unemp/unskilled non res',yes,yes,female,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,1<x<2,x>1,no checking,>=7,1
926,existing paid,retraining,'500<=X<1000',co applicant,car,bank,'for free',high qualif/self emp/mgmt,none,yes,'female,div/dep/mar',38<x<55,4813<x<9350,x<1,x<1,19<x<33,x<1,x<1,>=200,>=7,0
927,'all paid',domestic appliance,no known savings,none,no known property,none,rent,'high qualif/self emp/mgmt',none,no,male,div/sep',4<x<21,276<x<4813,x<1,1<x<2,47<x<61,x>3,x<1,no checking,>=7,1
928,critical/other existing credit,retraining,<100,'co applicant','life insurance',bank,'for free',high qualif/self emp/mgmt,none,no,'male,mar/wid',4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x>3,x<1,>=200,4<=X<7,1
929,all paid,'domestic appliance','<100',co applicant,'real estate',stores,'for free',high qualif/self emp/mgmt,yes,yes,'female,div/dep/mar',21<x<38,276<x<4813,x>3,x<1,33<x<47,1<x<2,x>1,'<0','4<=X<7',0
930,no credits/all paid,education,<100,co applicant,life insurance,none,for free,'unemp/unskilled non res',none,no,female,single,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,x<1,x<1,0<=X<200,<1,1
931,critical/other existing credit,'used car','500<=X<1000','co applicant','real estate',none,own,unskilled resident,none,no,female,mar/wid',4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,x>3,x>1,>=200,4<=X<7,0
932,critical/other existing credit,'new car','>=1000',guarantor,'no known property',bank,for free,high qualif/self emp/mgmt,yes,yes,male,mar/wid',4<x<21,276<x<4813,2<x<3,x>3,33<x<47,x<1,x<1,'>=200',4<=X<7,0
933,all paid,new car,'<100',none,life insurance,stores,own,'unemp/unskilled non res',yes,yes,'female,div/sep,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,1<x<2,x>1,'no checking','4<=X<7',1
934,'delayed previously',other,'>=1000',none,'no known property',stores,rent,unskilled resident,none,yes,female,div/sep',4<x<21,4813<x<9350,1<x<2,x<1,33<x<47,x<1,x<1,'0<=X<200',4<=X<7,1
935,existing paid,new car,'>=1000',none,no known property,bank,rent,skilled,none,yes,female,mar/wid',4<x<21,4813<x<9350,2<x<3,x<1,19<x<33,x<1,x<1,0<=X<200,>=7,0
936,'delayed previously',furniture/equipment,<100,none,'no known property',stores,for free,unemp/unskilled non res,none,no,female,div/dep/mar',4<x<21,276<x<4813,x>3,2<x<3,19<x<33,2<x<3,x>1,'<0',4<=X<7,1
937,delayed previously,other,no known savings,guarantor,'real estate',bank,'for free','unskilled resident',yes,no,male,single',21<x<38,276<x<4813,x>3,1<x<2,33<x<47,x<1,x>1,'no checking','<1',1
938,'all paid','new car','no known savings',guarantor,no known property,bank,'for free','unskilled resident',none,no,female,div/sep',4<x<21,276<x<4813,x<1,x<1,47<x<61,x<1,x>1,0<=X<200,>=7,1
939,'existing paid',retraining,'100<=X<500',co applicant,'no known property',bank,own,unemp/unskilled non res,none,yes,'male,single',4<x<21,276<x<4813,x>3,2<x<3,33<x<47,x<1,x>1,'<0','4<=X<7',1
940,existing paid,'new car',>=1000,none,'life insurance',stores,'for free',unskilled resident,yes,no,male,mar/wid',21<x<38,276<x<4813,2<x<3,1<x<2,x>61,1<x<2,x<1,<0,4<=X<7,1
941,delayed previously,'used car','<100',guarantor,'no known property',stores,for free,'high qualif/self emp/mgmt',none,no,male,div/sep',4<x<21,276<x<4813,x<1,x>3,x>61,x<1,x>1,<0,unemployed,0
942,'delayed previously',business,'<100',none,no known property,bank,'for free',high qualif/self emp/mgmt,yes,no,female,div/dep/mar',4<x<21,276<x<4813,x<1,x<1,x>61,x<1,x<1,'<0','1<=X<4',1
943,all paid,'new car',100<=X<500,co applicant,life insurance,none,rent,'unemp/unskilled non res',yes,yes,male,div/dep/mar',21<x<38,276<x<4813,x<1,x>3,19<x<33,1<x<2,x<1,'<0',<1,0
944,'no credits/all paid',retraining,100<=X<500,guarantor,'real estate',bank,'for free','unskilled resident',yes,no,male,mar/wid',21<x<38,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,no checking,<1,1
945,critical/other existing credit,new car,<100,'co applicant',life insurance,none,'for free','unemp/unskilled non res',yes,yes,'male,div/dep/mar,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,2<x<3,x>1,'<0','>=7',1
946,'delayed previously',business,'500<=X<1000',co applicant,'life insurance',none,rent,high qualif/self emp/mgmt,yes,yes,female,single',21<x<38,276<x<4813,x>3,x>3,47<x<61,x<1,x<1,>=200,unemployed,0
947,all paid,'used car','100<=X<500',co applicant,'real estate',stores,for free,skilled,none,no,'female,single,38<x<55,276<x<4813,x<1,x>3,33<x<47,x<1,x<1,<0,'>=7',1
948,critical/other existing credit,used car,'500<=X<1000','co applicant','no known property',stores,for free,'high qualif/self emp/mgmt',yes,no,'female,single',4<x<21,9350<x<13887,2<x<3,2<x<3,33<x<47,1<x<2,x<1,>=200,'>=7',1
949,no credits/all paid,domestic appliance,>=1000,none,no known property,bank,own,unskilled resident,yes,yes,'female,single',4<x<21,276<x<4813,2<x<3,x<1,33<x<47,2<x<3,x<1,no checking,'>=7',1
950,'existing paid','new car',no known savings,none,no known property,none,'for free',unskilled resident,yes,no,'male,div/sep,38<x<55,276<x<4813,1<x<2,2<x<3,x<19,x>3,x>1,0<=X<200,'4<=X<7',1
951,all paid,'domestic appliance','no known savings',co applicant,car,none,rent,'unskilled resident',none,no,'female,single',4<x<21,4813<x<9350,2<x<3,1<x<2,19<x<33,2<x<3,x<1,>=200,4<=X<7,0
952,all paid,other,100<=X<500,none,car,bank,for free,'high qualif/self emp/mgmt',yes,no,male,div/sep',4<x<21,276<x<4813,1<x<2,1<x<2,47<x<61,x<1,x>1,'>=200','<1',1
953,no credits/all paid,other,'no known savings','co applicant','life insurance',none,for free,'high qualif/self emp/mgmt',yes,no,'male,div/dep/mar,4<x<21,x>13887,2<x<3,1<x<2,19<x<33,1<x<2,x<1,'<0',4<=X<7,0
954,'all paid','used car','100<=X<500','co applicant',car,none,own,'unskilled resident',none,yes,male,div/dep/mar',21<x<38,276<x<4813,x<1,x>3,x>61,2<x<3,x<1,no checking,unemployed,0
955,existing paid,furniture/equipment,'no known savings',co applicant,no known property,bank,'for free',high qualif/self emp/mgmt,yes,no,female,single',4<x<21,4813<x<9350,x>3,2<x<3,33<x<47,2<x<3,x<1,no checking,'4<=X<7',1
956,critical/other existing credit,furniture/equipment,>=1000,guarantor,'real estate',stores,'for free',unskilled resident,yes,no,'male,div/sep,21<x<38,276<x<4813,2<x<3,1<x<2,19<x<33,x>3,x>1,'0<=X<200','4<=X<7',1
957,no credits/all paid,business,'no known savings',none,real estate,bank,'for free',unemp/unskilled non res,none,yes,female,single,4<x<21,4813<x<9350,x<1,1<x<2,33<x<47,x>3,x>1,<0,>=7,1
958,'delayed previously',retraining,no known savings,co applicant,car,bank,rent,'high qualif/self emp/mgmt',none,no,'male,div/sep',4<x<21,276<x<4813,2<x<3,x>3,33<x<47,x>3,x<1,no checking,'4<=X<7',1
959,delayed previously,used car,'no known savings',guarantor,life insurance,none,rent,'unskilled resident',none,yes,male,single',38<x<55,4813<x<9350,2<x<3,x>3,x>61,1<x<2,x<1,'0<=X<200','>=7',0
960,'all paid',business,100<=X<500,none,car,none,'for free',unemp/unskilled non res,none,no,'female,mar/wid,x>55,4813<x<9350,x>3,1<x<2,47<x<61,2<x<3,x>1,>=200,'<1',1
961,delayed previously,furniture/equipment,<100,co applicant,no known property,stores,rent,'high qualif/self emp/mgmt',none,yes,'male,single',21<x<38,276<x<4813,2<x<3,x<1,x>61,x<1,x>1,0<=X<200,<1,1
962,no credits/all paid,repairs,'500<=X<1000',co applicant,car,stores,'for free',high qualif/self emp/mgmt,none,no,male,mar/wid,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,x>3,x>1,0<=X<200,4<=X<7,1
963,no credits/all paid,domestic appliance,'100<=X<500','co applicant',real estate,bank,for free,'unskilled resident',none,yes,'female,div/dep/mar',4<x<21,4813<x<9350,2<x<3,1<x<2,47<x<61,x>3,x>1,0<=X<200,<1,0
964,delayed previously,domestic appliance,'<100','co applicant',no known property,none,rent,skilled,none,yes,male,div/dep/mar',4<x<21,276<x<4813,1<x<2,x>3,47<x<61,x>3,x<1,'no checking',>=7,0
965,'delayed previously',radio/tv,>=1000,guarantor,'life insurance',stores,own,unemp/unskilled non res,yes,no,female,single,38<x<55,4813<x<9350,2<x<3,x>3,47<x<61,x>3,x<1,'no checking',4<=X<7,1
966,'critical/other existing credit',furniture/equipment,'500<=X<1000',none,car,stores,'for free',high qualif/self emp/mgmt,yes,yes,'male,single',4<x<21,276<x<4813,1<x<2,x<1,x>61,x>3,x>1,>=200,'1<=X<4',1
967,existing paid,repairs,>=1000,'co applicant',car,stores,'for free',unskilled resident,yes,no,female,single',21<x<38,276<x<4813,x<1,x>3,19<x<33,x<1,x<1,no checking,unemployed,1
968,'existing paid',domestic appliance,500<=X<1000,co applicant,car,stores,for free,'unemp/unskilled non res',none,yes,'female,mar/wid,4<x<21,276<x<4813,2<x<3,x<1,x<19,x<1,x>1,<0,'>=7',1
969,'critical/other existing credit',education,'500<=X<1000','co applicant',real estate,none,'for free',skilled,yes,yes,female,div/dep/mar,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,x>3,x>1,no checking,>=7,1
970,'all paid',repairs,100<=X<500,co applicant,life insurance,none,'for free','unskilled resident',yes,yes,female,single',4<x<21,9350<x<13887,2<x<3,1<x<2,x>61,1<x<2,x>1,'no checking',<1,1
971,'all paid',education,>=1000,guarantor,'no known property',bank,rent,skilled,yes,yes,female,single',4<x<21,276<x<4813,x<1,x>3,47<x<61,x>3,x>1,>=200,1<=X<4,1
972,no credits/all paid,new car,'100<=X<500',none,life insurance,stores,'for free','unskilled resident',none,yes,'female,single',4<x<21,276<x<4813,2<x<3,x>3,33<x<47,x<1,x>1,'>=200',<1,1
973,'delayed previously','domestic appliance',no known savings,co applicant,car,stores,rent,high qualif/self emp/mgmt,none,no,male,div/dep/mar,38<x<55,4813<x<9350,x>3,x>3,19<x<33,2<x<3,x<1,>=200,4<=X<7,0
974,all paid,other,'<100',guarantor,'life insurance',none,rent,'unskilled resident',none,yes,male,single',21<x<38,276<x<4813,x<1,2<x<3,47<x<61,x<1,x>1,<0,'4<=X<7',1
975,'delayed previously',furniture/equipment,no known savings,'co applicant',life insurance,stores,'for free',high qualif/self emp/mgmt,none,yes,'male,single',21<x<38,276<x<4813,2<x<3,2<x<3,33<x<47,x>3,x<1,'no checking',>=7,1
976,delayed previously,'domestic appliance','500<=X<1000',none,real estate,bank,'for free','high qualif/self emp/mgmt',yes,yes,male,single',4<x<21,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x<1,'no checking',unemployed,0
977,'existing paid',used car,'>=1000',guarantor,'no known property',none,'for free',unemp/unskilled non res,none,no,'male,div/dep/mar',x<4,x>13887,2<x<3,2<x<3,19<x<33,1<x<2,x<1,>=200,'>=7',0
978,'no credits/all paid',retraining,'100<=X<500',none,life insurance,stores,for free,'unemp/unskilled non res',none,yes,'female,mar/wid,21<x<38,276<x<4813,2<x<3,2<x<3,19<x<33,x>3,x>1,<0,'1<=X<4',1
979,critical/other existing credit,other,100<=X<500,co applicant,'real estate',bank,rent,high qualif/self emp/mgmt,none,no,female,mar/wid',4<x<21,276<x<4813,1<x<2,x>3,19<x<33,2<x<3,x<1,no checking,'<1',1
980,'existing paid',new car,'100<=X<500','co applicant',car,bank,for free,high qualif/self emp/mgmt,none,no,'female,div/dep/mar',21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x>1,'no checking',4<=X<7,1
981,'delayed previously','used car','500<=X<1000',co applicant,car,bank,own,'unskilled resident',yes,no,female,mar/wid,21<x<38,4813<x<9350,x>3,1<x<2,x>61,2<x<3,x>1,'0<=X<200','<1',0
