id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
932,entrepreneur,married,basic.9y,no,no,no,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,x<0,x>3.634,no
933,unemployed,single,basic.6y,no,yes,yes,cellular,apr,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
934,self-employed,married,illiterate,no,no,no,telephone,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,x<0,x>3.634,no
935,unemployed,divorced,professional.course,no,no,yes,telephone,jun,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,0<x<1,0.634<x<1.634,no
936,blue-collar,divorced,high.school,no,yes,yes,cellular,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,x<0,1.634<x<2.634,no
937,student,married,basic.4y,no,yes,no,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,1<x<3,0.634<x<1.634,yes
938,blue-collar,married,university.degree,no,no,no,telephone,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,1<x<3,1.634<x<2.634,no
939,unemployed,single,professional.course,no,yes,no,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,0<x<1,x>3.634,no
940,management,divorced,university.degree,no,yes,no,cellular,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
941,self-employed,single,university.degree,no,yes,no,telephone,may,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,3<x<5,1.634<x<2.634,no
942,admin.,single,high.school,no,no,yes,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,1<x<3,x>3.634,no
943,student,divorced,high.school,no,yes,no,telephone,mar,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,0<x<1,1.634<x<2.634,yes
944,blue-collar,married,basic.4y,no,no,yes,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,0<x<1,x>3.634,no
945,blue-collar,single,basic.4y,no,no,no,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,1<x<3,x>3.634,no
946,retired,married,professional.course,no,yes,yes,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,1<x<3,x>3.634,no
947,services,married,university.degree,no,yes,no,telephone,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,3<x<5,x>3.634,no
948,retired,divorced,basic.4y,no,no,yes,cellular,jun,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
949,self-employed,married,high.school,no,no,no,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,3<x<5,1.634<x<2.634,yes
950,unemployed,divorced,basic.6y,no,no,no,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
951,housemaid,single,basic.4y,no,yes,no,telephone,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,1<x<3,0.634<x<1.634,no
952,housemaid,married,basic.6y,no,yes,yes,telephone,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,3<x<5,1.634<x<2.634,yes
953,unemployed,single,basic.9y,no,no,no,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,3<x<5,x>3.634,no
954,student,single,basic.9y,no,yes,yes,cellular,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,x<0,1.634<x<2.634,yes
955,housemaid,married,professional.course,no,yes,yes,cellular,jun,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,3<x<5,0.634<x<1.634,yes
956,admin.,divorced,basic.6y,no,no,no,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
957,services,married,basic.6y,no,yes,yes,cellular,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
958,retired,single,illiterate,no,no,no,telephone,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x<0,x<0,x>3.634,no
959,services,divorced,illiterate,no,yes,yes,telephone,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,3<x<5,x>3.634,yes
960,management,single,basic.4y,no,yes,yes,cellular,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
961,services,divorced,professional.course,no,yes,yes,cellular,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,x<0,1.634<x<2.634,yes
962,blue-collar,married,high.school,no,yes,no,telephone,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,no
963,housemaid,single,illiterate,no,yes,no,telephone,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,0<x<1,0.634<x<1.634,no
964,services,divorced,basic.9y,no,no,no,cellular,jun,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,x<0,x>3.634,no
965,management,married,illiterate,no,no,yes,telephone,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,0<x<1,x>3.634,no
966,entrepreneur,married,illiterate,no,yes,yes,telephone,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,1<x<3,x>3.634,no
967,technician,single,high.school,no,yes,yes,cellular,jun,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
968,technician,single,illiterate,no,yes,yes,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,yes
969,blue-collar,single,illiterate,no,no,no,cellular,oct,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
970,admin.,divorced,basic.9y,no,yes,no,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
971,self-employed,married,professional.course,no,yes,yes,cellular,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,x<0,x>3.634,yes
972,admin.,single,basic.4y,no,yes,yes,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,1<x<3,0.634<x<1.634,yes
973,entrepreneur,divorced,illiterate,no,yes,yes,telephone,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,1.634<x<2.634,yes
974,self-employed,single,basic.4y,no,yes,yes,telephone,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,no
975,self-employed,married,basic.6y,no,no,yes,cellular,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,1<x<3,1.634<x<2.634,yes
976,technician,married,basic.9y,no,no,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
977,admin.,divorced,basic.9y,no,yes,no,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,yes
978,services,married,basic.9y,no,no,yes,cellular,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,x<0,0.634<x<1.634,yes
979,unemployed,single,high.school,no,yes,yes,telephone,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,yes
980,housemaid,divorced,university.degree,no,yes,yes,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
981,unemployed,married,high.school,no,no,yes,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,1<x<3,x>3.634,no
982,unemployed,single,basic.4y,no,no,no,telephone,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
983,management,single,professional.course,no,yes,no,cellular,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
984,self-employed,divorced,illiterate,no,yes,yes,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,1<x<3,x>3.634,no
985,entrepreneur,single,illiterate,no,no,no,cellular,jul,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,0<x<1,x>3.634,no
986,management,married,professional.course,no,no,yes,cellular,apr,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,0<x<1,1.634<x<2.634,yes
987,management,divorced,illiterate,no,yes,no,telephone,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,3<x<5,0.634<x<1.634,no
988,retired,married,basic.6y,no,yes,yes,cellular,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
989,admin.,married,basic.6y,no,yes,yes,telephone,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,0.634<x<1.634,no
990,entrepreneur,married,illiterate,no,yes,no,cellular,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
991,unemployed,single,university.degree,no,yes,no,cellular,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,yes
992,self-employed,married,university.degree,no,yes,yes,cellular,dec,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,1<x<3,x>3.634,no
993,entrepreneur,divorced,basic.6y,no,yes,no,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,x<0,1.634<x<2.634,yes
994,self-employed,single,basic.9y,no,no,no,telephone,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,3<x<5,1.634<x<2.634,yes
995,unemployed,married,high.school,no,yes,no,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,yes
996,unemployed,divorced,basic.4y,no,yes,no,cellular,jul,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,x<0,x>3.634,no
997,admin.,married,basic.6y,no,no,yes,cellular,apr,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
998,unemployed,divorced,high.school,no,yes,no,cellular,sep,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,yes
999,services,single,university.degree,no,yes,no,cellular,nov,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,yes
